component_01,component_02,roiName
0.0349670055946969,0.023698196398719,Parcel_480
0.00447925015941278,0.00461754434080362,Parcel_481
0.0620460881939243,0.0600187326608985,Parcel_482
0.0247752108640666,0.0234146345955131,Parcel_483
0.047281677957596,0.0585583781226817,Parcel_484
0.0204413141631044,0.022875763923662,Parcel_485
0.0169756042659508,0.0168473573478498,Parcel_486
0.0188415162493153,0.0202321109856928,Parcel_487
0.00965183566220253,0.00998666699716376,Parcel_488
0.0325099039293392,0.034702490156118,Parcel_489
