component_01,component_02,component_03,component_04,component_05,roiName
0.0327150657202616,0.033213964072754,0.0327334511284357,0.033695685909466,0.0329659864763408,Parcel_102
0.0384768484196127,0.0380681164377896,0.0375184466797871,0.0381872099813079,0.0366114882829526,Parcel_103
0.0253927718584493,0.0249304464062945,0.0253461702364246,0.0252240766912207,0.0247639206147864,Parcel_104
0.0500884663394991,0.0510965960753972,0.0484358905462989,0.0517933297490382,0.0463130803699858,Parcel_105
0.0314346010065849,0.0315243817174613,0.0319371747574068,0.0321466477177573,0.0299928733946687,Parcel_106
0.039807383012314,0.0399382360942626,0.0386023302280463,0.0384689589396332,0.0381646349015976,Parcel_107
0.0364696294056905,0.0367050588712238,0.0365533714347811,0.0375352016517853,0.0367089986129027,Parcel_108
0.0313852616319594,0.0314214593318128,0.0323099919863076,0.0330690466059315,0.0312490642999552,Parcel_109
0.0314274524917786,0.0310190352450467,0.0320908527063042,0.0322338487363957,0.0310871240462423,Parcel_110
0.0291872737101125,0.029005363229634,0.0287518418160168,0.0283730974682124,0.0278676117954424,Parcel_111
0.0497612336639081,0.0481671671216592,0.050462462880209,0.0479613869677193,0.047115516841909,Parcel_112
0.0543811678976063,0.0544341890819888,0.0523112752409844,0.054639175230529,0.0523846119727246,Parcel_113
0.0756730139752902,0.0770204480238554,0.07231998999839,0.0757361639925297,0.075999941155707,Parcel_114
0.0375006440152924,0.0354529486801677,0.0359833803842074,0.0379765393652211,0.0344150095272234,Parcel_115
0.0820255114582111,0.0812816113638307,0.0819303291449349,0.0839964652176933,0.0826047969070069,Parcel_116
0.0851610362832827,0.0811067911897722,0.0846660210758393,0.084089898319475,0.0792586765879081,Parcel_117
0.102642241329515,0.101159549356673,0.0990536232986261,0.0985455682897501,0.100978096538617,Parcel_118
0.044559041626326,0.0405148259681154,0.0470913519891093,0.0448193432896975,0.0408733512387289,Parcel_119
0.0736230429131466,0.0691597907760667,0.0761880432677117,0.0718623061738086,0.071428044742963,Parcel_120
0.0359917451886944,0.0346256629845934,0.0352769394108428,0.0376229757456733,0.034455247331783,Parcel_121
0.0468224080937226,0.0443923124611607,0.0451441822522922,0.0478530955599204,0.0447297715780169,Parcel_122
0.0499752288779612,0.0484634678076273,0.0525074075683575,0.0499156564223795,0.0500176334349999,Parcel_123
0.0784501260264675,0.0768300869735376,0.0847724997066448,0.0751833783440916,0.08616973502611,Parcel_124
0.0454526188806181,0.042389307994454,0.0509148439623334,0.0413971633359641,0.046623556223753,Parcel_125
0.0850868901837059,0.0820457469872247,0.0954935695942678,0.0784817453049405,0.0952307854364742,Parcel_126
0.0299460478836006,0.029184707410499,0.0292814704726216,0.0327390418791764,0.0273812966794076,Parcel_127
0.0614555045033908,0.0604352522844275,0.0600681909867511,0.066875307825086,0.0576263191410207,Parcel_128
0.0423600379556946,0.0411857055707772,0.0400525239680777,0.0456558186866722,0.0383816427374263,Parcel_129
0.0550628203793404,0.053283660644327,0.0508012345078348,0.0579146572025955,0.0498719446225162,Parcel_130
0.0376051412916442,0.037431060712609,0.0375459854740441,0.0417345514227306,0.0394284049141311,Parcel_131
0.0447171809692674,0.0442385577005073,0.047735060884622,0.0485202871950359,0.0486528010708213,Parcel_132
0.0446378722456843,0.0439116691784736,0.0490014769057684,0.0435507823212499,0.0487304280630179,Parcel_133
0.0519376029316572,0.0518498470558979,0.0590367694096801,0.0503261326700361,0.0605844546232585,Parcel_134
0.0551682088210165,0.056462171124261,0.053732820186216,0.0539094840943025,0.0530951860599238,Parcel_135
0.0380589722264389,0.0366877182307899,0.0422045193008049,0.0372397101822413,0.0419021896272252,Parcel_136
0.0442407081497901,0.0440951234164894,0.0468458988402091,0.0475039096234749,0.0472694071424979,Parcel_137
0.0633544016186277,0.06459702197096,0.067602365348737,0.0682586000498104,0.0712329279521744,Parcel_138
0.0416591350076391,0.0423351354274429,0.0436344889139966,0.0447502476881988,0.0441444554272429,Parcel_139
0.0468785174108552,0.0489768227408282,0.0543829591942034,0.0500711163147473,0.0585901785026955,Parcel_140
0.0509418724172605,0.053192836224383,0.0501346021562012,0.0549451335121827,0.0495138885650457,Parcel_141
0.0486501522123611,0.0505258331711437,0.0539449444652473,0.0524917772269572,0.0566909804919735,Parcel_142
