component_01,component_02,component_03,component_04,roiName
0.039109059485169,0.0382101709929014,0.042978436947614,0.0409788402835422,Parcel_299
0.0333106244067358,0.0333470383166265,0.0361039757755613,0.0351701398225103,Parcel_300
0.0422414197548971,0.0423231751489498,0.0444909205648603,0.0429318332796728,Parcel_301
0.0456684587580568,0.0455029606641587,0.0497968109106278,0.0480743620231558,Parcel_302
0.044637670671799,0.046861457744657,0.0442592717364061,0.0460731179044016,Parcel_303
0.0462435269884232,0.0487461483992443,0.0462328742772462,0.0499530223844787,Parcel_304
0.0543819820366634,0.0511285515998374,0.0576120480111782,0.0548973491488388,Parcel_305
0.0449163385745126,0.0438094618459636,0.0447505681070935,0.0433922196121925,Parcel_306
0.0326915795631782,0.0311589300423773,0.030076797748793,0.0305123803468019,Parcel_307
0.0664847498352139,0.0648484833823549,0.0645688758027299,0.0648005305611321,Parcel_308
0.0411446810636842,0.0387167200758863,0.0402390764581629,0.0405253380351523,Parcel_309
0.0441835596510509,0.040767028003173,0.0421760285509977,0.0403079941858861,Parcel_310
0.0334281579365967,0.0346245295835249,0.0275167086689445,0.0312194051133719,Parcel_311
0.0348044574446641,0.0352211193243304,0.0289140172540129,0.0326841017215567,Parcel_312
0.0458046867434204,0.0471939417272505,0.0399460289299665,0.043714210669121,Parcel_313
0.0334106405270392,0.0346681247660804,0.0292023505167317,0.0331866721366069,Parcel_314
0.0362587782203313,0.0388729892969219,0.0289043559060271,0.0344187063701379,Parcel_315
0.0406861728932326,0.0428297958674831,0.0359590678840085,0.0403544344096739,Parcel_316
0.0259339219421381,0.0288283766503857,0.0218644875376759,0.0257063253556348,Parcel_317
0.041995772291635,0.0434138886117145,0.0365963349874706,0.0398451879752311,Parcel_318
0.0377174231902113,0.0387142397958012,0.0359388626072955,0.0386433379465679,Parcel_319
0.0466471522452694,0.0434961357690547,0.0478287106910389,0.0470525964883256,Parcel_320
0.0359649291191341,0.0368492280003925,0.0377438019432241,0.0397039444386724,Parcel_321
0.0458871242648187,0.044789501222219,0.049493092614704,0.0510945865043097,Parcel_322
0.0529578976417586,0.0523583895027511,0.0536971810015573,0.0538479707385369,Parcel_323
0.0662824542221564,0.0680866112482083,0.0620692742620569,0.0640301025492651,Parcel_324
0.0494456310019472,0.0476696609326279,0.0428597159479167,0.043660313565703,Parcel_325
